TRANSACTION_DATE,STORE_LOCATION,MONTH_NAME,HOUR_,NUMBER_OF_SALES,REVENUE,PERIOD_IN_DAY
2023-01-09,Hell's Kitchen,Jan,9,20,77.70,Morning
2023-03-28,Lower Manhattan,Mar,11,16,77.70,Morning
2023-04-08,Lower Manhattan,Apr,18,16,77.65,Evening
2023-06-23,Lower Manhattan,Jun,17,15,77.65,Afternoon
2023-01-09,Hell's Kitchen,Jan,6,17,77.65,Morning
2023-02-20,Astoria,Feb,19,19,77.63,Evening
2023-01-23,Astoria,Jan,7,16,77.60,Morning
2023-02-19,Hell's Kitchen,Feb,16,12,77.60,Afternoon
2023-04-04,Lower Manhattan,Apr,16,16,77.55,Afternoon
2023-02-26,Astoria,Feb,17,19,77.55,Afternoon
2023-03-18,Astoria,Mar,12,15,77.55,Afternoon
2023-05-18,Hell's Kitchen,May,19,15,77.55,Evening
2023-06-25,Lower Manhattan,Jun,17,15,77.55,Afternoon
2023-03-28,Lower Manhattan,Mar,8,14,77.55,Morning
2023-01-01,Hell's Kitchen,Jan,19,16,77.50,Evening
2023-06-12,Hell's Kitchen,Jun,15,15,77.50,Afternoon
2023-04-30,Astoria,Apr,7,18,77.50,Morning
2023-01-12,Astoria,Jan,7,17,77.50,Morning
2023-04-18,Hell's Kitchen,Apr,17,21,77.50,Afternoon
2023-01-27,Astoria,Jan,11,19,77.40,Morning
2023-06-21,Hell's Kitchen,Jun,15,22,77.35,Afternoon
2023-02-05,Hell's Kitchen,Feb,9,17,77.30,Morning
2023-05-26,Lower Manhattan,May,17,16,77.30,Afternoon
2023-04-29,Hell's Kitchen,Apr,15,16,77.30,Afternoon
2023-03-27,Astoria,Mar,17,16,77.30,Afternoon
2023-02-26,Astoria,Feb,16,17,77.30,Afternoon
2023-04-05,Hell's Kitchen,Apr,18,19,77.30,Evening
2023-05-15,Astoria,May,12,17,77.25,Afternoon
2023-05-03,Lower Manhattan,May,13,17,77.25,Afternoon
2023-05-10,Lower Manhattan,May,17,22,77.25,Afternoon
2023-02-26,Lower Manhattan,Feb,15,11,77.20,Afternoon
2023-05-13,Astoria,May,15,18,77.20,Afternoon
2023-03-01,Lower Manhattan,Mar,17,19,77.20,Afternoon
2023-03-01,Hell's Kitchen,Mar,19,14,77.20,Evening
2023-05-14,Astoria,May,13,17,77.15,Afternoon
2023-03-06,Astoria,Mar,19,19,77.15,Evening
2023-06-10,Lower Manhattan,Jun,13,19,77.15,Afternoon
2023-01-31,Astoria,Jan,8,21,77.15,Morning
2023-04-25,Hell's Kitchen,Apr,15,13,77.10,Afternoon
2023-01-24,Astoria,Jan,7,16,77.10,Morning
2023-03-12,Astoria,Mar,7,19,77.10,Morning
2023-05-30,Hell's Kitchen,May,6,18,77.05,Morning
2023-01-10,Hell's Kitchen,Jan,9,17,77.05,Morning
2023-04-03,Lower Manhattan,Apr,14,16,77.05,Afternoon
2023-06-13,Hell's Kitchen,Jun,14,16,77.05,Afternoon
2023-02-03,Lower Manhattan,Feb,17,17,77.00,Afternoon
2023-02-02,Hell's Kitchen,Feb,15,20,77.00,Afternoon
2023-04-09,Astoria,Apr,18,16,77.00,Evening
2023-01-23,Lower Manhattan,Jan,6,13,77.00,Morning
2023-03-04,Hell's Kitchen,Mar,17,18,77.00,Afternoon
2023-02-26,Astoria,Feb,8,16,76.95,Morning
2023-03-29,Astoria,Mar,18,17,76.95,Evening
2023-05-21,Lower Manhattan,May,11,16,76.90,Morning
2023-03-22,Astoria,Mar,14,15,76.90,Afternoon
2023-03-15,Lower Manhattan,Mar,8,20,76.90,Morning
2023-02-15,Lower Manhattan,Feb,15,15,76.85,Afternoon
2023-06-11,Hell's Kitchen,Jun,18,19,76.85,Evening
2023-03-28,Astoria,Mar,19,19,76.75,Evening
2023-01-06,Hell's Kitchen,Jan,14,15,76.75,Afternoon
2023-01-24,Lower Manhattan,Jan,13,13,76.75,Afternoon
2023-01-01,Lower Manhattan,Jan,11,16,76.70,Morning
2023-04-07,Astoria,Apr,14,20,76.65,Afternoon
2023-03-29,Hell's Kitchen,Mar,11,18,76.65,Morning
2023-04-28,Lower Manhattan,Apr,8,19,76.65,Morning
2023-03-05,Hell's Kitchen,Mar,13,19,76.60,Afternoon
2023-03-17,Lower Manhattan,Mar,16,18,76.60,Afternoon
2023-01-12,Lower Manhattan,Jan,16,19,76.60,Afternoon
2023-04-07,Astoria,Apr,16,19,76.55,Afternoon
2023-04-30,Astoria,Apr,19,13,76.50,Evening
2023-02-03,Lower Manhattan,Feb,12,15,76.50,Afternoon
2023-06-27,Hell's Kitchen,Jun,17,19,76.50,Afternoon
2023-03-17,Lower Manhattan,Mar,9,19,76.50,Morning
2023-03-25,Astoria,Mar,11,19,76.45,Morning
2023-04-14,Hell's Kitchen,Apr,15,15,76.40,Afternoon
2023-05-15,Hell's Kitchen,May,15,15,76.40,Afternoon
2023-04-16,Lower Manhattan,Apr,11,19,76.35,Morning
2023-03-17,Astoria,Mar,11,17,76.35,Morning
2023-06-21,Lower Manhattan,Jun,12,20,76.35,Afternoon
2023-03-04,Lower Manhattan,Mar,10,16,76.30,Morning
2023-02-22,Hell's Kitchen,Feb,11,20,76.30,Morning
2023-03-09,Hell's Kitchen,Mar,6,18,76.30,Morning
2023-01-06,Astoria,Jan,16,14,76.25,Afternoon
2023-06-25,Hell's Kitchen,Jun,19,16,76.20,Evening
2023-03-27,Hell's Kitchen,Mar,15,18,76.20,Afternoon
2023-05-23,Lower Manhattan,May,11,16,76.20,Morning
2023-03-24,Astoria,Mar,17,15,76.15,Afternoon
2023-02-22,Hell's Kitchen,Feb,7,15,76.15,Morning
2023-03-06,Hell's Kitchen,Mar,17,18,76.15,Afternoon
2023-03-28,Hell's Kitchen,Mar,13,19,76.15,Afternoon
2023-01-24,Astoria,Jan,16,20,76.10,Afternoon
2023-05-16,Astoria,May,11,18,76.10,Morning
2023-05-13,Lower Manhattan,May,13,18,76.10,Afternoon
2023-05-13,Astoria,May,19,19,76.10,Evening
2023-04-25,Astoria,Apr,16,19,76.10,Afternoon
2023-03-03,Lower Manhattan,Mar,8,16,76.10,Morning
2023-05-31,Astoria,May,12,16,76.10,Afternoon
2023-03-03,Hell's Kitchen,Mar,8,16,76.05,Morning
2023-03-12,Lower Manhattan,Mar,16,16,76.05,Afternoon
2023-04-21,Lower Manhattan,Apr,13,10,76.05,Afternoon
2023-04-10,Astoria,Apr,16,16,76.00,Afternoon
2023-01-03,Lower Manhattan,Jan,10,17,75.95,Morning
2023-05-10,Hell's Kitchen,May,12,15,75.95,Afternoon
2023-03-09,Hell's Kitchen,Mar,13,18,75.90,Afternoon
2023-04-28,Lower Manhattan,Apr,10,18,75.80,Morning
2023-06-22,Hell's Kitchen,Jun,17,16,75.80,Afternoon
2023-02-02,Lower Manhattan,Feb,15,16,75.75,Afternoon
2023-06-24,Lower Manhattan,Jun,17,13,75.70,Afternoon
2023-02-07,Astoria,Feb,7,16,75.70,Morning
2023-05-10,Astoria,May,19,15,75.70,Evening
2023-06-23,Hell's Kitchen,Jun,17,17,75.65,Afternoon
2023-06-19,Lower Manhattan,Jun,16,21,75.65,Afternoon
2023-04-25,Hell's Kitchen,Apr,16,17,75.65,Afternoon
2023-01-01,Hell's Kitchen,Jan,14,16,75.65,Afternoon
2023-04-29,Astoria,Apr,7,17,75.60,Morning
2023-06-17,Hell's Kitchen,Jun,12,15,75.60,Afternoon
2023-06-23,Lower Manhattan,Jun,13,14,75.55,Afternoon
2023-05-15,Hell's Kitchen,May,19,18,75.50,Evening
2023-02-11,Lower Manhattan,Feb,9,17,75.50,Morning
2023-04-18,Lower Manhattan,Apr,16,20,75.45,Afternoon
2023-06-18,Astoria,Jun,13,18,75.45,Afternoon
2023-03-07,Astoria,Mar,12,17,75.45,Afternoon
2023-04-26,Astoria,Apr,15,18,75.45,Afternoon
2023-01-25,Lower Manhattan,Jan,16,13,75.45,Afternoon
2023-05-26,Hell's Kitchen,May,18,18,75.40,Evening
2023-01-08,Hell's Kitchen,Jan,8,17,75.40,Morning
2023-01-05,Lower Manhattan,Jan,14,16,75.40,Afternoon
2023-04-04,Hell's Kitchen,Apr,14,19,75.40,Afternoon
2023-01-29,Astoria,Jan,10,18,75.35,Morning
2023-01-25,Astoria,Jan,17,16,75.35,Afternoon
2023-04-25,Astoria,Apr,9,17,75.35,Morning
2023-03-10,Hell's Kitchen,Mar,15,18,75.30,Afternoon
2023-02-25,Hell's Kitchen,Feb,7,19,75.30,Morning
2023-02-26,Hell's Kitchen,Feb,17,17,75.30,Afternoon
2023-01-03,Astoria,Jan,16,18,75.25,Afternoon
2023-01-05,Lower Manhattan,Jan,10,18,75.25,Morning
2023-05-21,Hell's Kitchen,May,17,18,75.20,Afternoon
2023-01-06,Lower Manhattan,Jan,11,16,75.20,Morning
2023-05-12,Hell's Kitchen,May,19,18,75.15,Evening
2023-05-09,Astoria,May,18,19,75.15,Evening
2023-03-06,Hell's Kitchen,Mar,15,17,75.15,Afternoon
2023-06-15,Hell's Kitchen,Jun,14,15,75.13,Afternoon
2023-01-22,Astoria,Jan,13,14,75.10,Afternoon
2023-01-22,Astoria,Jan,16,19,75.10,Afternoon
2023-04-22,Lower Manhattan,Apr,11,15,75.05,Morning
2023-01-07,Hell's Kitchen,Jan,11,19,75.05,Morning
2023-05-25,Hell's Kitchen,May,17,16,75.05,Afternoon
2023-06-14,Astoria,Jun,18,14,75.05,Evening
2023-05-13,Hell's Kitchen,May,19,18,75.05,Evening
2023-03-01,Hell's Kitchen,Mar,10,15,75.05,Morning
2023-04-29,Lower Manhattan,Apr,10,16,74.95,Morning
2023-05-27,Hell's Kitchen,May,15,19,74.95,Afternoon
2023-04-23,Astoria,Apr,14,22,74.95,Afternoon
2023-03-12,Hell's Kitchen,Mar,13,16,74.95,Afternoon
2023-06-19,Astoria,Jun,17,18,74.95,Afternoon
2023-03-06,Astoria,Mar,14,16,74.95,Afternoon
2023-02-11,Hell's Kitchen,Feb,6,17,74.90,Morning
2023-03-29,Lower Manhattan,Mar,14,17,74.90,Afternoon
2023-02-13,Lower Manhattan,Feb,11,19,74.90,Morning
2023-01-20,Lower Manhattan,Jan,9,18,74.90,Morning
2023-02-25,Astoria,Feb,13,18,74.90,Afternoon
2023-06-22,Hell's Kitchen,Jun,12,16,74.85,Afternoon
2023-04-26,Hell's Kitchen,Apr,13,14,74.85,Afternoon
2023-03-17,Lower Manhattan,Mar,12,12,74.85,Afternoon
2023-05-12,Astoria,May,13,14,74.85,Afternoon
2023-06-10,Astoria,Jun,13,17,74.85,Afternoon
2023-01-08,Astoria,Jan,8,17,74.85,Morning
2023-02-18,Lower Manhattan,Feb,8,16,74.80,Morning
2023-03-15,Astoria,Mar,14,12,74.75,Afternoon
2023-01-04,Lower Manhattan,Jan,15,17,74.75,Afternoon
2023-05-09,Hell's Kitchen,May,18,17,74.75,Evening
2023-06-17,Astoria,Jun,19,14,74.70,Evening
2023-06-21,Hell's Kitchen,Jun,19,15,74.70,Evening
2023-03-28,Lower Manhattan,Mar,15,17,74.70,Afternoon
2023-03-07,Hell's Kitchen,Mar,19,16,74.70,Evening
2023-03-09,Hell's Kitchen,Mar,17,17,74.70,Afternoon
2023-01-21,Lower Manhattan,Jan,14,11,74.70,Afternoon
2023-06-08,Hell's Kitchen,Jun,13,17,74.65,Afternoon
2023-05-06,Lower Manhattan,May,18,16,74.65,Evening
2023-04-29,Lower Manhattan,Apr,9,17,74.65,Morning
2023-04-19,Astoria,Apr,19,13,74.65,Evening
2023-01-04,Hell's Kitchen,Jan,8,18,74.65,Morning
2023-05-21,Hell's Kitchen,May,14,19,74.65,Afternoon
2023-04-19,Hell's Kitchen,Apr,15,19,74.60,Afternoon
2023-05-17,Lower Manhattan,May,13,19,74.60,Afternoon
2023-02-17,Hell's Kitchen,Feb,9,18,74.60,Morning
2023-05-22,Hell's Kitchen,May,18,18,74.60,Evening
2023-06-15,Astoria,Jun,14,16,74.55,Afternoon
2023-05-31,Lower Manhattan,May,18,11,74.55,Evening
2023-03-03,Astoria,Mar,13,19,74.55,Afternoon
2023-01-23,Hell's Kitchen,Jan,14,17,74.55,Afternoon
2023-02-07,Hell's Kitchen,Feb,17,18,74.50,Afternoon
2023-03-22,Lower Manhattan,Mar,12,15,74.50,Afternoon
2023-06-23,Hell's Kitchen,Jun,15,20,74.50,Afternoon
2023-04-18,Astoria,Apr,12,15,74.50,Afternoon
2023-02-07,Astoria,Feb,19,16,74.45,Evening
2023-06-16,Lower Manhattan,Jun,13,18,74.45,Afternoon
2023-04-19,Lower Manhattan,Apr,7,20,74.45,Morning
2023-01-06,Astoria,Jan,19,15,74.45,Evening
2023-03-21,Hell's Kitchen,Mar,18,18,74.40,Evening
2023-03-22,Astoria,Mar,8,17,74.40,Morning
2023-01-09,Astoria,Jan,9,19,74.30,Morning
2023-04-17,Lower Manhattan,Apr,11,18,74.30,Morning
2023-02-05,Hell's Kitchen,Feb,10,13,74.25,Morning
2023-02-01,Lower Manhattan,Feb,9,20,74.25,Morning
2023-04-22,Hell's Kitchen,Apr,18,18,74.25,Evening
2023-02-03,Lower Manhattan,Feb,8,17,74.25,Morning
2023-06-13,Astoria,Jun,14,17,74.25,Afternoon
2023-02-28,Hell's Kitchen,Feb,8,16,74.15,Morning
2023-01-31,Lower Manhattan,Jan,6,11,74.15,Morning
2023-02-01,Lower Manhattan,Feb,17,18,74.15,Afternoon
2023-03-11,Hell's Kitchen,Mar,6,17,74.15,Morning
2023-01-08,Astoria,Jan,11,15,74.15,Morning
2023-05-07,Lower Manhattan,May,11,17,74.10,Morning
2023-04-08,Hell's Kitchen,Apr,17,15,74.00,Afternoon
2023-01-02,Astoria,Jan,19,18,73.90,Evening
2023-06-11,Astoria,Jun,14,19,73.90,Afternoon
2023-05-10,Astoria,May,14,19,73.90,Afternoon
2023-03-16,Lower Manhattan,Mar,15,18,73.90,Afternoon
2023-02-08,Astoria,Feb,11,15,73.90,Morning
2023-02-08,Hell's Kitchen,Feb,8,16,73.85,Morning
2023-02-01,Hell's Kitchen,Feb,15,15,73.85,Afternoon
2023-03-28,Lower Manhattan,Mar,9,17,73.85,Morning
2023-04-13,Hell's Kitchen,Apr,14,14,73.85,Afternoon
2023-03-16,Astoria,Mar,15,14,73.80,Afternoon
2023-02-03,Lower Manhattan,Feb,14,16,73.80,Afternoon
2023-04-12,Astoria,Apr,15,12,73.80,Afternoon
2023-04-04,Hell's Kitchen,Apr,15,14,73.75,Afternoon
2023-03-03,Lower Manhattan,Mar,13,17,73.75,Afternoon
2023-05-10,Hell's Kitchen,May,18,20,73.75,Evening
2023-03-28,Astoria,Mar,10,17,73.70,Morning
2023-03-15,Astoria,Mar,19,11,73.65,Evening
2023-04-12,Astoria,Apr,13,16,73.65,Afternoon
2023-04-28,Hell's Kitchen,Apr,18,18,73.65,Evening
2023-01-31,Lower Manhattan,Jan,9,18,73.60,Morning
2023-06-21,Lower Manhattan,Jun,16,13,73.60,Afternoon
2023-01-31,Lower Manhattan,Jan,16,11,73.50,Afternoon
2023-05-11,Hell's Kitchen,May,18,18,73.50,Evening
2023-01-08,Astoria,Jan,10,13,73.50,Morning
2023-02-04,Astoria,Feb,15,16,73.50,Afternoon
2023-05-19,Astoria,May,12,15,73.45,Afternoon
2023-02-25,Lower Manhattan,Feb,16,14,73.45,Afternoon
2023-06-07,Hell's Kitchen,Jun,13,18,73.45,Afternoon
2023-03-11,Lower Manhattan,Mar,12,17,73.45,Afternoon
2023-04-16,Astoria,Apr,15,15,73.40,Afternoon
2023-04-06,Hell's Kitchen,Apr,18,16,73.40,Evening
2023-05-19,Lower Manhattan,May,16,19,73.35,Afternoon
2023-04-03,Astoria,Apr,17,21,73.35,Afternoon
2023-03-23,Astoria,Mar,8,16,73.35,Morning
2023-06-18,Hell's Kitchen,Jun,14,15,73.30,Afternoon
2023-05-16,Astoria,May,18,16,73.25,Evening
2023-05-20,Lower Manhattan,May,14,11,73.25,Afternoon
2023-05-11,Astoria,May,17,15,73.25,Afternoon
2023-05-31,Lower Manhattan,May,12,17,73.25,Afternoon
2023-01-23,Astoria,Jan,13,15,73.25,Afternoon
2023-02-28,Lower Manhattan,Feb,16,15,73.20,Afternoon
2023-03-28,Astoria,Mar,8,16,73.20,Morning
2023-01-02,Lower Manhattan,Jan,16,20,73.20,Afternoon
2023-05-08,Lower Manhattan,May,18,17,73.20,Evening
2023-01-14,Astoria,Jan,13,11,73.15,Afternoon
2023-01-08,Astoria,Jan,14,13,73.15,Afternoon
2023-06-19,Lower Manhattan,Jun,18,12,73.15,Evening
2023-04-06,Lower Manhattan,Apr,7,15,73.10,Morning
2023-01-22,Astoria,Jan,17,16,73.10,Afternoon
2023-01-09,Hell's Kitchen,Jan,7,18,73.10,Morning
2023-06-22,Hell's Kitchen,Jun,16,16,73.00,Afternoon
2023-02-18,Hell's Kitchen,Feb,11,17,73.00,Morning
2023-03-05,Hell's Kitchen,Mar,10,13,73.00,Morning
2023-04-13,Hell's Kitchen,Apr,12,14,73.00,Afternoon
2023-02-14,Hell's Kitchen,Feb,19,13,72.95,Evening
2023-01-25,Astoria,Jan,18,15,72.95,Evening
2023-02-19,Lower Manhattan,Feb,12,17,72.95,Afternoon
2023-01-01,Hell's Kitchen,Jan,18,14,72.95,Evening
2023-03-27,Astoria,Mar,16,15,72.95,Afternoon
2023-01-10,Lower Manhattan,Jan,6,19,72.95,Morning
2023-01-09,Hell's Kitchen,Jan,17,15,72.95,Afternoon
2023-02-04,Hell's Kitchen,Feb,10,15,72.90,Morning
2023-05-14,Lower Manhattan,May,16,16,72.85,Afternoon
2023-05-31,Hell's Kitchen,May,15,15,72.85,Afternoon
2023-02-24,Astoria,Feb,7,14,72.85,Morning
2023-06-23,Hell's Kitchen,Jun,12,16,72.85,Afternoon
2023-02-24,Hell's Kitchen,Feb,8,14,72.85,Morning
2023-06-15,Hell's Kitchen,Jun,13,18,72.80,Afternoon
2023-05-09,Hell's Kitchen,May,19,18,72.80,Evening
2023-01-23,Hell's Kitchen,Jan,10,17,72.70,Morning
2023-04-30,Astoria,Apr,12,19,72.65,Afternoon
2023-02-16,Lower Manhattan,Feb,12,17,72.65,Afternoon
2023-04-06,Lower Manhattan,Apr,14,14,72.65,Afternoon
2023-06-14,Hell's Kitchen,Jun,15,14,72.60,Afternoon
2023-05-01,Lower Manhattan,May,16,19,72.60,Afternoon
2023-06-30,Lower Manhattan,Jun,14,15,72.55,Afternoon
2023-02-18,Lower Manhattan,Feb,13,16,72.55,Afternoon
2023-04-29,Astoria,Apr,14,18,72.55,Afternoon
2023-03-19,Lower Manhattan,Mar,12,20,72.55,Afternoon
2023-02-26,Astoria,Feb,10,16,72.50,Morning
2023-04-16,Lower Manhattan,Apr,12,22,72.45,Afternoon
2023-06-26,Lower Manhattan,Jun,16,13,72.45,Afternoon
2023-01-04,Astoria,Jan,11,15,72.40,Morning
2023-06-14,Lower Manhattan,Jun,14,16,72.40,Afternoon
2023-03-05,Hell's Kitchen,Mar,11,17,72.40,Morning
2023-01-24,Hell's Kitchen,Jan,15,14,72.40,Afternoon
2023-03-08,Hell's Kitchen,Mar,6,17,72.35,Morning
2023-04-25,Lower Manhattan,Apr,15,13,72.35,Afternoon
2023-01-18,Lower Manhattan,Jan,15,16,72.30,Afternoon
2023-02-21,Astoria,Feb,15,9,72.30,Afternoon
2023-04-19,Hell's Kitchen,Apr,16,11,72.30,Afternoon
2023-02-28,Lower Manhattan,Feb,7,15,72.25,Morning
2023-02-20,Hell's Kitchen,Feb,20,13,72.25,Evening
2023-01-26,Hell's Kitchen,Jan,11,16,72.25,Morning
2023-03-25,Astoria,Mar,7,19,72.20,Morning
2023-06-20,Hell's Kitchen,Jun,16,16,72.15,Afternoon
2023-05-13,Astoria,May,14,18,72.10,Afternoon
2023-06-27,Lower Manhattan,Jun,14,15,72.05,Afternoon
2023-06-24,Hell's Kitchen,Jun,13,15,72.05,Afternoon
2023-01-03,Lower Manhattan,Jan,17,17,72.00,Afternoon
2023-02-23,Astoria,Feb,11,15,72.00,Morning
2023-01-22,Lower Manhattan,Jan,17,16,72.00,Afternoon
2023-04-26,Lower Manhattan,Apr,17,13,72.00,Afternoon
2023-04-15,Lower Manhattan,Apr,12,17,72.00,Afternoon
2023-06-13,Astoria,Jun,12,17,72.00,Afternoon
2023-02-25,Astoria,Feb,11,15,71.95,Morning
2023-01-05,Hell's Kitchen,Jan,14,19,71.95,Afternoon
2023-04-13,Lower Manhattan,Apr,14,13,71.90,Afternoon
2023-03-18,Hell's Kitchen,Mar,14,13,71.90,Afternoon
2023-03-01,Lower Manhattan,Mar,10,18,71.90,Morning
2023-06-19,Lower Manhattan,Jun,14,19,71.85,Afternoon
2023-05-31,Astoria,May,13,15,71.85,Afternoon
2023-02-03,Lower Manhattan,Feb,7,15,71.80,Morning
2023-01-12,Hell's Kitchen,Jan,7,19,71.80,Morning
2023-06-09,Astoria,Jun,13,15,71.78,Afternoon
2023-02-25,Astoria,Feb,7,16,71.75,Morning
2023-01-24,Astoria,Jan,8,16,71.75,Morning
2023-01-22,Astoria,Jan,9,14,71.75,Morning
2023-01-04,Lower Manhattan,Jan,17,15,71.75,Afternoon
2023-04-13,Lower Manhattan,Apr,12,11,71.75,Afternoon
2023-05-20,Hell's Kitchen,May,16,17,71.75,Afternoon
2023-02-13,Astoria,Feb,9,17,71.65,Morning
2023-04-01,Astoria,Apr,14,19,71.65,Afternoon
2023-02-24,Astoria,Feb,19,15,71.65,Evening
2023-02-25,Astoria,Feb,16,18,71.60,Afternoon
2023-02-03,Hell's Kitchen,Feb,8,17,71.60,Morning
2023-04-29,Astoria,Apr,8,17,71.55,Morning
2023-03-26,Hell's Kitchen,Mar,17,16,71.55,Afternoon
2023-02-04,Hell's Kitchen,Feb,8,19,71.55,Morning
2023-01-19,Lower Manhattan,Jan,15,13,71.55,Afternoon
2023-05-16,Astoria,May,16,16,71.50,Afternoon
2023-04-07,Hell's Kitchen,Apr,15,15,71.50,Afternoon
2023-03-07,Hell's Kitchen,Mar,11,18,71.50,Morning
2023-04-11,Hell's Kitchen,Apr,15,19,71.40,Afternoon
2023-02-01,Astoria,Feb,11,15,71.40,Morning
2023-02-02,Astoria,Feb,11,15,71.40,Morning
2023-05-17,Lower Manhattan,May,17,20,71.40,Afternoon
2023-05-22,Hell's Kitchen,May,14,18,71.35,Afternoon
2023-04-02,Lower Manhattan,Apr,7,16,71.30,Morning
2023-01-11,Lower Manhattan,Jan,9,20,71.30,Morning
2023-06-12,Hell's Kitchen,Jun,16,19,71.25,Afternoon
2023-05-31,Astoria,May,15,17,71.25,Afternoon
2023-02-25,Astoria,Feb,19,15,71.20,Evening
2023-03-18,Lower Manhattan,Mar,11,15,71.20,Morning
2023-01-03,Lower Manhattan,Jan,16,18,71.20,Afternoon
2023-06-25,Lower Manhattan,Jun,12,14,71.20,Afternoon
2023-05-13,Hell's Kitchen,May,12,12,71.20,Afternoon
2023-01-27,Astoria,Jan,17,14,71.15,Afternoon
2023-04-19,Lower Manhattan,Apr,15,14,71.10,Afternoon
2023-01-28,Lower Manhattan,Jan,14,15,71.10,Afternoon
2023-04-04,Hell's Kitchen,Apr,13,15,71.05,Afternoon
2023-04-30,Lower Manhattan,Apr,16,15,71.00,Afternoon
2023-01-08,Hell's Kitchen,Jan,16,16,70.98,Afternoon
2023-02-12,Hell's Kitchen,Feb,14,15,70.95,Afternoon
2023-04-02,Hell's Kitchen,Apr,10,16,70.95,Morning
2023-02-01,Hell's Kitchen,Feb,19,15,70.95,Evening
2023-06-10,Hell's Kitchen,Jun,16,18,70.90,Afternoon
2023-03-30,Astoria,Mar,11,17,70.90,Morning
2023-01-15,Astoria,Jan,15,12,70.90,Afternoon
2023-01-19,Lower Manhattan,Jan,10,18,70.85,Morning
2023-06-09,Lower Manhattan,Jun,12,18,70.84,Afternoon
2023-04-03,Lower Manhattan,Apr,13,19,70.80,Afternoon
2023-05-07,Hell's Kitchen,May,15,13,70.80,Afternoon
2023-02-04,Astoria,Feb,18,19,70.75,Evening
2023-05-29,Lower Manhattan,May,7,18,70.75,Morning
2023-01-01,Lower Manhattan,Jan,10,15,70.75,Morning
2023-03-12,Hell's Kitchen,Mar,11,18,70.70,Morning
2023-01-25,Astoria,Jan,11,19,70.70,Morning
2023-01-05,Astoria,Jan,14,14,70.70,Afternoon
2023-03-28,Hell's Kitchen,Mar,12,15,70.70,Afternoon
2023-04-06,Astoria,Apr,13,18,70.65,Afternoon
2023-06-30,Lower Manhattan,Jun,11,15,70.65,Morning
2023-02-06,Lower Manhattan,Feb,14,15,70.65,Afternoon
2023-02-02,Hell's Kitchen,Feb,14,16,70.65,Afternoon
2023-04-07,Hell's Kitchen,Apr,14,15,70.60,Afternoon
2023-06-13,Astoria,Jun,17,17,70.60,Afternoon
2023-05-29,Hell's Kitchen,May,19,13,70.60,Evening
2023-03-29,Astoria,Mar,16,17,70.60,Afternoon
2023-05-30,Hell's Kitchen,May,16,13,70.50,Afternoon
2023-01-12,Lower Manhattan,Jan,14,14,70.50,Afternoon
2023-05-14,Lower Manhattan,May,14,16,70.45,Afternoon
2023-05-19,Lower Manhattan,May,18,11,70.45,Evening
2023-06-25,Astoria,Jun,9,17,70.45,Morning
2023-03-19,Lower Manhattan,Mar,8,18,70.35,Morning
2023-05-13,Astoria,May,12,16,70.35,Afternoon
2023-01-01,Astoria,Jan,14,14,70.35,Afternoon
2023-02-18,Astoria,Feb,11,9,70.33,Morning
2023-06-18,Lower Manhattan,Jun,17,14,70.30,Afternoon
2023-06-09,Lower Manhattan,Jun,14,17,70.28,Afternoon
2023-03-06,Astoria,Mar,18,16,70.25,Evening
2023-01-29,Hell's Kitchen,Jan,15,14,70.25,Afternoon
2023-02-01,Hell's Kitchen,Feb,11,15,70.20,Morning
2023-04-22,Astoria,Apr,9,16,70.20,Morning
2023-03-05,Hell's Kitchen,Mar,19,18,70.20,Evening
2023-03-10,Lower Manhattan,Mar,16,14,70.20,Afternoon
2023-05-31,Astoria,May,19,16,70.20,Evening
2023-05-15,Astoria,May,16,14,70.15,Afternoon
2023-06-16,Astoria,Jun,17,18,70.15,Afternoon
2023-01-06,Hell's Kitchen,Jan,16,17,70.15,Afternoon
2023-04-28,Hell's Kitchen,Apr,11,16,70.15,Morning
2023-02-04,Hell's Kitchen,Feb,16,16,70.10,Afternoon
2023-02-26,Hell's Kitchen,Feb,16,16,70.10,Afternoon
2023-04-26,Lower Manhattan,Apr,14,12,70.05,Afternoon
2023-06-14,Astoria,Jun,14,11,70.05,Afternoon
2023-01-21,Lower Manhattan,Jan,13,9,70.00,Afternoon
2023-05-22,Hell's Kitchen,May,17,14,70.00,Afternoon
2023-01-24,Astoria,Jan,9,19,70.00,Morning
2023-03-07,Astoria,Mar,15,16,70.00,Afternoon
2023-04-04,Hell's Kitchen,Apr,12,18,70.00,Afternoon
2023-05-23,Hell's Kitchen,May,15,19,70.00,Afternoon
2023-03-09,Lower Manhattan,Mar,19,11,69.96,Evening
2023-04-02,Hell's Kitchen,Apr,18,16,69.95,Evening
2023-05-14,Lower Manhattan,May,15,17,69.95,Afternoon
2023-05-23,Lower Manhattan,May,16,11,69.90,Afternoon
2023-03-12,Lower Manhattan,Mar,17,19,69.90,Afternoon
2023-04-29,Hell's Kitchen,Apr,14,16,69.90,Afternoon
2023-06-22,Hell's Kitchen,Jun,18,18,69.85,Evening
2023-05-22,Lower Manhattan,May,15,14,69.85,Afternoon
2023-02-02,Hell's Kitchen,Feb,8,18,69.85,Morning
2023-01-28,Astoria,Jan,15,16,69.85,Afternoon
2023-02-11,Lower Manhattan,Feb,14,13,69.83,Afternoon
2023-01-19,Lower Manhattan,Jan,12,16,69.80,Afternoon
